category,cost,clicks
influencer,0.6409,14
influencer,0.0144,0
influencer,3.4741,141
influencer,73.5488,3820
social,3.1786,142
search,0.008,0
jkl,0.0166,0
search,2.0863,56
social,20.3441,820
jkl,0.0271,0
search,0.1682,1
social,279.2661,1653
influencer,0.0314,0
social,0.1705,5
search,38.3467,226
jkl,24.2888,444
social,8.8168,329
jkl,0.0056,0
jkl,2.7374,22
jkl,1.2651,36
influencer,0.2419,8
influencer,0.009,0
influencer,0.3487,9
search,0.2666,16
jkl,0.0042,0
social,0.0021,0
social,0.6618,21
search,0.0493,2
influencer,0.0776,0
social,0.5558,14
jkl,0.0237,0
social,0.0005,0
jkl,0.0175,0
search,8.9699,388
jkl,0.0045,0
search,0.0263,0
influencer,61.0327,1329
jkl,4.3204,65
social,36.4892,2152
jkl,0.0045,0
jkl,0.033,0
social,0.0,0
search,0.5239,28
jkl,0.1393,2
social,415376.0,36304
jkl,0.0277,0
influencer,0.0928,1
influencer,5.6747,128
search,0.07,0
social,0.0008,0
,0.0176,0
influencer,0.0534,0
influencer,0.1555,1
jkl,0.0104,0
jkl,0.02,0
jkl,0.1415,2
influencer,1.0361,7
influencer,0.0069,0
social,0.0345,0
jkl,0.0002,0
jkl,0.0172,0
jkl,0.0581,2
influencer,0.7218,14
search,0.5838,16
search,0.2236,9
search,0.0637,1
influencer,158.6359,1827
jkl,0.0265,0
jkl,24.8181,528
search,0.0004,0
jkl,0.0168,0
social,16.9098,204
social,6.0495,92
jkl,0.6752,13
social,0.0058,0
jkl,3.2486,23
influencer,0.0028,0
social,191722.0,13196
jkl,0.0013,0
social,7.4406,288
jkl,0.1212,2
influencer,0.0378,0
search,0.0429,0
social,2.9098,5
jkl,0.1069,9
jkl,0.6071,8
social,0.4978,3
social,0.0064,0
search,0.3184,2
influencer,0.18,5
social,3.3833,31
influencer,0.3329,4
jkl,0.0017,0
jkl,0.3649,12
search,0.0146,1
influencer,0.0022,0
jkl,0.0108,0
jkl,0.1706,5
influencer,0.0215,1
social,0.032,3
social,1.816,48
search,1.1348,63
influencer,0.1604,0
influencer,0.1161,0
influencer,0.281,7
,0.009,0
jkl,0.0297,0
influencer,0.0164,8
influencer,65006.3,3009
social,0.6307,42
social,2.0757,86
jkl,0.8867,13
jkl,6.2905,71
social,0.4244,2
influencer,0.981,19
influencer,1.1562,3
social,0.2459,8
social,0.2394,7
search,0.0022,0
jkl,0.0006,0
jkl,0.0808,1
jkl,0.4023,6
jkl,1.9909,13
search,0.7334,72
jkl,1.6288,55
search,33.4357,134
social,553.0831,2052
jkl,0.1285,11
,0.0056,0
jkl,0.0777,1
social,0.1211,2
social,18.1697,1423
influencer,0.0189,0
jkl,0.0044,0
jkl,0.1953,1
influencer,4.0907,92
search,2.224,15
influencer,0.0712,1
,0.0064,0
search,0.0087,0
influencer,0.0273,1
social,10.5909,59
influencer,0.187,1
jkl,1.1474,5
search,0.0004,0
search,21.0956,113
search,0.3464,4
influencer,6.3232,128
jkl,0.6701,8
influencer,0.6647,4
jkl,0.0384,1
jkl,0.0007,0
jkl,0.0002,0
search,8.1727,41
influencer,165.4619,1048
influencer,0.0261,0
jkl,0.0203,0
jkl,0.2699,9
search,0.1855,2
,0.0008,0
jkl,0.0011,0
social,0.0612,0
jkl,1.7872,29
jkl,18.3812,913
social,5.8622,65
social,3.2578,35
influencer,0.7933,31
influencer,0.5482,14
jkl,0.8146,14
influencer,0.0055,0
influencer,0.012,0
search,18.8696,113
search,17476.2,2392
,0.0008,0
search,0.012,0
search,0.0047,0
jkl,0.028,0
search,0.319,9
influencer,0.0035,0
social,27.6625,114
social,0.5153,13
social,22.8296,146
influencer,22.7717,631
social,337.5212,1327
influencer,0.0923,2
search,0.8073,25
search,18.2516,105
social,0.0006,0
jkl,0.0222,0
search,1.1246,62
influencer,0.0004,0
search,2.4719,23
jkl,0.7562,10
search,0.1755,4
jkl,0.0218,0
jkl,9.6037,107
social,15.2659,1259
jkl,0.6954,5
search,0.0189,0
search,0.4051,18
search,0.1331,2
search,0.0081,0
search,2.824,26
search,25.3745,154
social,1.8347,79
influencer,0.0043,0
jkl,0.1148,5
search,0.3068,0
influencer,0.0564,2
influencer,2.3388,54
influencer,0.0003,0
social,2.6033,27
influencer,33892.6,4491
search,0.0982,4
influencer,0.0109,0
jkl,0.0285,0
social,1.0933,17
influencer,145.5987,9557
influencer,5.6953,107
social,38.3566,1865
jkl,0.5777,5
influencer,25.002,103
influencer,0.0813,1
search,0.1475,12
jkl,0.279,9
influencer,0.086,1
influencer,0.9148,14
jkl,2.0058,33
influencer,1.3846,35
social,0.8298,11
search,0.0401,1
social,0.0138,0
influencer,29.2643,266
influencer,0.0003,0
influencer,442617.0,22507
social,1.4212,111
jkl,0.0325,0
,0.0024,0
search,0.7942,10
search,0.2882,12
social,0.0305,0
search,0.0745,5
jkl,0.1558,1
influencer,1.3552,9
social,0.1479,1
influencer,3.1129,44
influencer,0.1002,0
influencer,0.5943,5
jkl,0.0008,0
social,1.4948,124
influencer,7.4887,119
search,0.3218,14
jkl,0.0411,2
social,6.3206,37
influencer,0.12,0
jkl,1.2479,18
influencer,0.3599,3
influencer,1.4437,82
social,1.5404,48
social,1.9388,25
jkl,12.6243,691
social,0.3824,3
search,0.0943,2
,0.0032,0
social,1.2612,4
influencer,25.7047,476
social,0.0009,0
search,0.0453,0
social,0.0275,0
influencer,0.2669,1
search,0.0014,0
jkl,0.3114,2
influencer,0.6621,5
social,1.1667,88
search,38.5847,204
social,4.2726,35
search,0.1284,2
search,0.8304,14
influencer,8.097,117
jkl,0.0015,0
jkl,0.069,1
search,0.0504,0
search,0.1885,2
search,0.0048,0
search,0.039,0
social,7.2121,105
influencer,0.1283,0
search,0.454,15
social,31712.0,2407
search,0.484,4
social,1.3061,21
influencer,13.3521,116
jkl,10.6057,150
social,0.0116,0
social,22.2082,211
social,0.0039,3
influencer,1.4094,3
search,0.7318,25
search,1.0614,14
influencer,0.011,0
social,42.959,175
influencer,0.188,4
jkl,0.0516,0
social,0.0111,0
social,0.0101,0
search,10.8614,47
jkl,0.0281,0
influencer,0.0016,0
search,0.211,6
search,0.0123,0
social,323.0806,1409
influencer,16.0695,441
search,0.1201,5
search,2.7389,104
search,11.6614,659
social,1.4628,86
search,0.9185,20
influencer,1.9482,6
search,55.3284,244
influencer,0.0517,0
jkl,0.003,0
search,2.6882,76
search,32.8349,157
media,38185.2,4207
influencer,0.3477,2
influencer,0.0007,0
influencer,0.0005,0
social,0.0767,1
search,0.0008,0
jkl,0.6673,13
social,6.0088,60
social,0.206,7
social,7.6531,295
social,0.0,0
influencer,0.089,2
search,2.1283,17
social,2.17,145
influencer,0.0639,0
social,0.0229,0
jkl,0.006,0
search,0.001,0
search,0.8416,11
influencer,0.5481,10
jkl,0.0324,1
jkl,0.0013,0
search,0.0207,1
influencer,1.3036,67
jkl,0.0261,1
search,26.7824,158
social,0.3858,9
influencer,27.2527,104
search,0.7985,14
influencer,0.0054,0
jkl,0.1109,0
influencer,1.7677,75
jkl,0.0023,0
,0.0392,0
influencer,0.2769,12
social,6.794,93
jkl,0.0788,0
social,0.0627,6
social,27.7437,98
search,2.1987,105
social,0.0,0
social,2.1741,94
search,0.0002,0
social,10.239,86
jkl,0.0064,0
jkl,0.1743,1
social,2.9763,112
search,0.3744,13
influencer,7.3528,91
search,1.447,61
search,1.8525,24
social,0.2459,4
influencer,0.031,0
social,0.0968,2
social,307.349,1581
influencer,0.0769,0
jkl,0.1564,0
social,1.8757,124
jkl,0.004,0
social,1.0517,8
influencer,0.0005,0
influencer,1.4686,19
social,0.5202,56
search,2.9283,32
jkl,0.2627,6
search,1.6135,62
social,0.0001,0
search,0.9126,28
social,0.3737,7
social,120.5893,502
jkl,0.1299,2
social,0.0167,0
social,1.2302,84
social,0.7715,63
jkl,0.0033,0
jkl,0.2474,1
search,0.5816,3
social,12.1961,96
search,1.2653,45
social,30.5038,1217
jkl,3.9183,185
jkl,0.0135,0
jkl,0.0045,0
social,5.3139,53
social,6171.15,3595
jkl,0.0161,0
search,14.0527,642
influencer,284.5524,2047
search,0.5811,12
search,0.013,1
social,19.9382,180
,0.0008,0
jkl,0.043,0
influencer,0.1513,2
search,0.1688,4
influencer,0.0089,0
search,0.2361,2
influencer,37.0846,862
search,0.0005,0
search,1.7146,11
social,0.0001,0
social,96.3712,654
jkl,0.0007,0
search,1.1555,45
social,1.6971,74
influencer,252.8796,4929
search,0.0007,0
influencer,386.064,9843
,0.0032,0
jkl,0.0073,0
jkl,0.001,0
influencer,1.1135,11
social,5.4126,145
social,16.808,167
search,51.948,256
search,21.6231,130
influencer,20.21,113
media,31883.9,4197
jkl,0.0015,0
social,0.3074,21
social,4.2962,38
search,2.6348,14
search,0.1918,2
jkl,0.017,0
jkl,0.0488,0
,0.0008,0
social,0.5483,17
social,0.0331,2
social,7.4575,87
search,0.0687,4
influencer,0.5718,20
jkl,0.0177,0
search,0.4965,19
search,0.0806,10
social,0.5413,33
influencer,0.1564,8
social,8.6697,43
jkl,1.0042,12
search,0.0038,0
influencer,0.0003,0
search,0.9546,30
search,0.0014,0
social,0.485,6
influencer,0.9385,9
jkl,0.0119,0
search,1.5134,11
search,12.2519,70
search,0.1212,3
social,0.0622,4
social,0.6551,5
social,1.8937,8
social,3.2445,35
social,2.2755,191
influencer,0.3768,1
jkl,1.5453,16
influencer,0.1888,1
social,0.9789,47
jkl,0.7116,16
search,0.1678,2
influencer,1.6106,31
social,5.2889,206
jkl,0.0011,0
jkl,0.0,0
social,0.0016,0
search,0.5986,9
influencer,31.9966,325
social,0.139,1
social,0.0199,0
jkl,0.0008,0
social,1.8472,162
search,43.7461,155
social,1.2185,48
jkl,0.0036,0
influencer,1.0469,21
social,220.5048,993
influencer,0.0034,0
search,1.1804,108
social,0.2091,9
search,0.5477,17
jkl,0.321,5
jkl,3.2684,24
social,0.3095,4
social,0.8296,5
jkl,0.0065,0
influencer,3.0832,37
search,1.1055,14
search,0.0106,0
jkl,0.0247,0
social,0.0168,0
jkl,0.3003,1
social,0.4536,0
search,0.2456,0
social,0.7644,11
influencer,0.2683,5
jkl,0.0443,3
search,0.481,18
influencer,0.0493,0
influencer,0.0031,0
search,1.0195,10
social,2.6276,169
social,0.2845,20
influencer,0.4214,0
influencer,0.0747,0
jkl,0.5129,11
media,492126.0,46209
search,0.1754,9
social,0.0272,0
influencer,0.1971,0
search,0.8993,21
jkl,0.0126,1
jkl,0.1325,1
influencer,0.8594,14
influencer,307.3453,3291
search,0.0548,0
social,0.0255,0
social,127.1185,1247
influencer,0.0374,0
social,3.6564,122
jkl,0.0005,0
search,0.0374,0
influencer,0.0073,2
social,0.0439,0
search,0.7612,8
influencer,2.4246,23
influencer,11.7991,97
influencer,0.0044,0
social,0.2493,8
jkl,0.0026,0
jkl,0.4071,1
jkl,0.6911,13
jkl,0.0002,0
influencer,0.1308,2
influencer,9.0111,113
social,0.3972,39
influencer,4.445,65
search,0.1622,6
,0.0024,0
social,0.5619,15
jkl,0.0469,1
social,0.0049,0
social,0.0296,0
social,124.8855,660
influencer,149.9137,878
social,4.4885,52
influencer,0.147,0
social,0.8245,19
search,3.6257,31
social,5.9656,71
influencer,22944.3,4508
influencer,0.3678,3
influencer,0.5926,7
influencer,0.0002,0
jkl,1.9957,18
influencer,0.0136,0
social,0.0918,6
social,0.4855,45
,0.0016,0
influencer,1.2833,13
search,1.543,125
search,0.7114,31
jkl,0.0445,0
social,0.0,0
search,0.1254,15
jkl,3.749,152
influencer,0.4087,10
social,4.5165,54
social,285.6732,1791
social,1.5152,106
influencer,14.4186,450
social,5.1963,41
search,0.1407,4
social,32.3063,187
,0.002,0
jkl,2.8953,21
search,0.0172,0
jkl,0.1272,4
,0.0032,0
social,204.9001,1324
jkl,0.0066,0
jkl,0.8745,22
influencer,0.0027,0
social,0.5535,9
search,1.853,76
influencer,11.6696,43
search,0.1095,0
jkl,0.0006,0
search,4.8025,34
social,0.0185,0
search,0.0001,0
influencer,0.3353,3
jkl,0.0057,0
jkl,0.0017,0
social,3.3077,100
jkl,0.0123,0
,0.024,0
jkl,1.2854,7
social,3.1533,235
social,0.9023,58
search,0.0828,1
jkl,0.0191,0
influencer,0.0096,1
social,11.325,103
social,0.0041,0
social,2.2477,93
search,0.1218,8
social,262.395,1454
jkl,0.0885,0
jkl,0.1398,0
jkl,0.0008,0
search,0.3279,20
jkl,0.0041,0
influencer,0.0224,0
social,2.3842,94
,0.0024,0
jkl,18.9876,336
jkl,0.0007,0
social,19.9397,198
social,1.349,58
influencer,4.7009,36
influencer,0.0007,0
search,20299.3,2393
,0.0008,0
search,4.1211,241
search,0.0184,2
search,0.8157,11
,0.0056,0
search,0.0128,0
social,48796.6,1196
,0.0016,0
social,22.9936,1407
social,6.6646,124
social,1.4176,61
influencer,0.0043,0
social,2.1978,13
jkl,0.0021,0
jkl,0.2981,0
social,8.5739,533
search,0.1348,1
influencer,266.3517,6336
search,18.7143,706
jkl,0.065,0
search,0.7907,5
social,4.9148,120
social,0.0,0
influencer,0.078,2
social,0.3449,35
search,3.1381,25
jkl,0.0503,0
influencer,0.5535,1
jkl,0.0136,0
jkl,0.0277,0
jkl,0.0172,0
jkl,0.0017,0
jkl,0.4097,44
influencer,6.3192,67
jkl,0.0228,0
search,0.0144,1
search,0.004,0
jkl,0.1932,8
search,12.0418,783
influencer,0.8649,12
social,0.2391,3
social,0.3567,30
search,0.2184,2
jkl,0.0422,0
jkl,0.04,0
social,0.0628,1
influencer,1.3718,79
social,0.0008,0
social,1.5641,76
social,0.17,12
influencer,0.0344,0
social,9.1632,498
search,0.0106,0
influencer,1.6768,80
jkl,0.006,1
media,543275.0,29390
jkl,0.0835,1
jkl,14.1759,809
search,3.9383,15
influencer,133.0178,1564
influencer,0.0614,0
social,20.4219,222
jkl,0.0016,0
influencer,0.6027,3
search,0.0483,8
influencer,0.0213,0
influencer,11.4901,398
influencer,0.0032,0
influencer,0.4663,2
social,0.6497,10
jkl,0.6359,4
influencer,1.0177,45
social,238.1822,919
jkl,2.7875,16
influencer,15.2804,141
influencer,90.3459,2699
search,17.7691,75
search,0.108,3
social,0.2707,7
influencer,0.0171,0
,0.0024,0
search,0.9628,11
influencer,1.4008,56
influencer,16343.0,2246
search,0.202,17
search,0.2888,10
search,0.4746,21
influencer,6.1121,103
influencer,0.1924,1
social,191.7985,830
jkl,0.409,1
jkl,0.015,0
social,63.7192,830
search,0.3803,28
social,4.6164,281
jkl,0.2013,0
social,16078.6,608
search,0.1132,12
social,0.7053,10
jkl,0.0016,0
,0.0056,0
social,0.0451,4
search,15.5531,83
search,0.1087,4
social,0.1604,2
influencer,0.473,1
search,1.1406,12
influencer,0.2439,2
jkl,2.5846,20
jkl,1.1054,20
jkl,0.0008,0
social,0.0007,0
search,4.3311,27
social,1.0489,103
search,0.5009,13
influencer,0.0075,0
social,4.8956,227
search,11.2201,38
social,5.5146,310
influencer,0.5839,6
search,0.5487,21
social,0.0019,1
social,0.0051,0
influencer,7.4078,75
influencer,1.2373,15
search,0.0755,0
search,0.8563,30
influencer,21.1302,175
jkl,0.6326,9
social,7.4035,98
search,1.1622,51
jkl,0.0069,0
jkl,0.0657,3
social,8.0638,347
jkl,0.002,0
influencer,0.5343,3
social,220.2338,851
jkl,0.021,0
social,0.6685,13
search,48.3304,206
search,0.0825,10
social,164.6011,569
social,0.8131,49
jkl,0.002,0
jkl,0.1408,1
influencer,3.7694,55
search,0.2979,20
influencer,0.4143,1
social,0.1742,4
search,14.0654,589
influencer,1.0664,8
search,0.0043,0
social,0.4456,12
social,8.1268,262
social,0.148,5
influencer,0.0541,0
jkl,0.0007,0
search,1.4513,13
social,0.0543,0
influencer,0.105,5
search,0.089,3
search,0.0192,0
search,4.2161,55
social,2.699,128
search,0.0164,0
social,202.3438,834
search,2.4512,18
search,10.6474,372
social,2.0653,20
influencer,0.3769,4
social,5.7362,44
social,0.0176,0
social,10.655,136
jkl,0.0061,0
social,0.8139,0
search,0.5266,2
social,0.2706,3
search,0.0351,0
jkl,0.001,0
influencer,2.2091,20
,0.0016,0
social,0.0948,8
social,15.7131,219
influencer,0.0703,0
jkl,1.7707,45
influencer,8.0671,52
jkl,0.0113,1
,0.0016,0
influencer,0.032,0
influencer,0.3678,3
jkl,0.0574,0
,0.008,0
influencer,5.7894,65
social,0.0004,0
jkl,1.669,43
,0.0016,0
social,0.0362,0
social,3.556,165
social,272.2635,1337
influencer,27.3808,134
jkl,0.0174,0
social,0.0002,0
search,0.0127,0
jkl,0.6306,12
influencer,0.1714,3
influencer,309.9707,2772
jkl,0.0138,4
jkl,0.1084,3
influencer,0.1395,1
social,10.3058,81
influencer,0.0899,1
search,0.1466,14
jkl,0.1763,3
social,0.5056,1
influencer,0.0865,3
social,0.1979,8
influencer,0.8734,23
jkl,0.0051,0
jkl,0.006,0
jkl,0.0007,0
influencer,27.7965,118
jkl,0.0415,0
jkl,0.2928,8
social,0.3965,7
jkl,0.0067,0
influencer,0.3807,2
search,9.589,44
search,0.6617,3
social,32.0718,1244
search,0.1476,1
jkl,0.9387,45
jkl,0.1607,1
jkl,0.0847,1
jkl,0.0515,3
social,59710.0,4802
influencer,0.0031,0
search,0.9979,13
influencer,18.0738,516
search,0.0041,0
social,26.0831,325
social,0.028,0
jkl,0.0324,0
influencer,42.0466,666
social,0.6404,58
search,0.0148,0
social,0.0086,0
search,1.3391,13
jkl,0.0096,1
jkl,0.0127,0
search,2.9118,22
jkl,0.2801,2
social,0.7667,7
jkl,0.0085,0
jkl,0.3344,4
jkl,0.0039,0
search,18102.1,2404
influencer,0.0159,0
jkl,0.0015,0
influencer,8.5472,200
jkl,2.3137,9
social,3.4926,165
search,0.6471,5
search,1.4235,14
social,11.1575,382
social,13.8964,127
social,2.9969,146
search,0.0058,0
influencer,0.2601,0
search,9.9958,357
social,5.1938,234
influencer,4.3245,67
jkl,3.7441,44
jkl,0.0,0
social,74.7299,412
jkl,1.2688,11
,0.0008,0
jkl,1.5362,9
social,11.3903,95
search,0.299,0
jkl,0.0022,0
social,2.6244,144
search,2.5894,17
search,11.033,902
influencer,0.0142,0
search,0.4639,5
jkl,3.1124,129
search,6.0325,387
jkl,0.1881,0
social,4.5295,59
social,2.2565,30
social,0.0037,0
social,0.9014,103
search,0.4449,46
search,0.0046,0
jkl,0.0061,0
social,114.6247,600
influencer,0.0351,0
social,6.0412,40
search,0.0027,0
influencer,4.7261,27
social,0.0825,1
jkl,1.4224,12
influencer,4.5796,75
search,0.3654,7
jkl,1.2676,31
search,0.1023,0
influencer,0.0056,0
search,19.1918,1131
social,9.17,418
influencer,0.2503,0
social,0.1988,5
social,0.2154,4
search,0.6549,1
jkl,0.0662,3
,0.0072,0
influencer,0.001,0
social,0.0372,0
search,0.5346,18
influencer,225.7472,3714
jkl,17.202,339
jkl,0.0024,0
influencer,1.5339,26
jkl,0.7347,12
,0.0072,0
jkl,0.3705,0
jkl,1.8143,37
jkl,0.0008,0
social,2.5611,167
search,0.0129,1
social,0.9385,56
,0.0056,0
jkl,0.0148,0
social,21.1282,104
social,246.6064,1018
social,0.0197,1
social,330.2588,1471
jkl,0.0821,0
search,0.1558,10
influencer,0.2469,12
influencer,4.8749,101
search,0.0606,0
influencer,0.2003,2
search,0.692,101
social,357.8765,1311
search,0.1844,4
search,0.0587,12
social,0.3276,2
search,18.3667,75
influencer,0.9034,41
jkl,0.0118,0
social,0.1512,8
search,0.2056,1
influencer,4.5699,64
social,5.1453,265
jkl,1.5653,20
social,4.48,47
jkl,0.0108,0
influencer,0.4522,6
jkl,0.0109,0
influencer,0.1159,3
jkl,0.0273,0
jkl,1.7741,20
influencer,4.9837,57
social,0.8974,36
social,61.6561,2720
social,2.456,30
social,2.6012,167
influencer,0.0153,0
search,8.3025,82
,0.0008,0
influencer,0.0041,1
influencer,0.0397,0
search,384.75,487
search,1.8525,13
search,0.1784,0
social,0.9434,58
jkl,0.0007,0
social,2.8167,35
search,0.0073,1
social,52.7484,208
social,1.9143,166
search,0.6925,6
jkl,0.0153,0
search,0.0059,0
social,0.0025,0
social,4.1415,125
social,0.0174,0
,0.0006,0
social,0.0007,0
social,539.1284,1955
search,0.3411,21
social,77.2937,329
influencer,0.4502,9
social,130.5892,646
influencer,196.3443,3178
jkl,0.0278,1
influencer,13.2986,46
jkl,0.5239,12
influencer,1.9531,66
search,0.0052,0
search,0.4488,6
search,42.267,223
social,0.4621,8
social,19.1326,203
social,0.6614,15
search,0.132,12
influencer,0.0419,1
social,2.777,164
social,0.724,10
social,41.3498,161
social,2.7563,104
jkl,0.2322,4
social,0.8802,16
influencer,6.6512,25
,0.0136,0
influencer,280.9119,1841
search,1.4364,82
influencer,0.0842,2
jkl,0.0058,0
search,0.0837,0
search,3.0046,128
jkl,0.0026,1
influencer,0.5656,16
search,82930.7,6307
jkl,0.4421,3
jkl,0.0637,0
influencer,0.0005,0
,0.0024,0
social,1.164,20
jkl,2.218,21
social,0.2922,5
influencer,0.0354,0
search,1.367,60
search,13.5121,127
social,170719.0,7205
social,0.3696,2
search,4.6415,70
influencer,1.0773,15
social,0.425,19
social,0.0363,4
influencer,24.2885,282
jkl,0.0046,0
social,120.7329,444
,0.0196,0
social,37.3736,2521
search,1.6977,53
search,0.0473,2
jkl,0.0017,0
social,1.5981,9
influencer,0.0022,0
,0.0013,0
social,13.473,78
search,0.7543,2
social,2.3751,88
jkl,2.3026,28
jkl,0.0084,0
influencer,12.3891,117
jkl,0.0135,0
search,1.0581,10
influencer,0.0379,0
influencer,0.0552,0
jkl,0.0064,0
jkl,4.2908,26
search,1.2222,4
influencer,0.0962,5
jkl,0.0225,0
social,28.0911,114
influencer,6.6974,42
social,4.5981,240
search,1.2985,53
search,0.2805,13
search,9.4746,418
social,315.92,610
jkl,0.7393,12
influencer,0.8997,7
jkl,0.0997,0
search,0.0138,2
search,0.0069,0
influencer,1.2213,14
social,1.7871,6
social,10.05,116
social,0.0929,1
jkl,2.0507,54
social,0.7894,39
search,41.035,195
search,0.0682,2
influencer,8.9241,173
search,1.0512,7
search,0.1799,3
influencer,1.8783,67
search,0.5935,29
jkl,0.007,0
influencer,212.8815,14566
social,0.0005,0
,0.0008,0
social,2.8052,64
influencer,3.9784,72
social,4.4744,258
social,0.9353,50
jkl,0.0171,1
search,57.3333,355
search,0.1434,4
search,0.0695,0
social,5.475,49
,0.0016,1
search,0.13,1
jkl,0.0272,0
search,2.0062,86
influencer,38.1847,912
jkl,0.1307,1
,0.0006,0
jkl,0.0852,1
search,0.0181,0
influencer,189341.0,13503
social,10.3713,469
search,0.562,21
jkl,0.0053,0
social,0.0014,0
search,0.4053,29
search,1.12,49
,0.008,0
influencer,0.0705,2
search,0.0249,0
jkl,0.0043,0
social,5.018,50
influencer,0.2421,5
jkl,11.9702,179
social,7.9607,331
search,12.5276,717
influencer,0.0266,0
jkl,0.0205,0
jkl,0.0626,0
influencer,14.7914,1582
social,0.2075,4
jkl,0.0008,0
influencer,363.2547,9492
social,5.2803,43
search,0.0187,0
social,2.1947,195
social,3.3377,209
jkl,0.0924,2
influencer,0.0007,0
search,2.5293,17
jkl,0.0165,0
influencer,0.0161,0
social,0.0038,0
search,0.0111,0
social,0.4113,37
jkl,0.0104,0
search,0.0812,0
jkl,0.6454,12
influencer,32.2956,603
search,0.8719,41
influencer,3.1659,84
jkl,2.5251,41
influencer,6.504,62
search,0.2499,7
influencer,0.0338,0
jkl,0.0095,0
social,1.3713,87
influencer,0.078,2
search,0.7909,11
jkl,0.0148,0
jkl,1.0799,43
search,5.9071,41
influencer,0.1287,0
social,2.0824,172
influencer,0.5989,19
search,0.1632,4
influencer,8.4349,362
search,0.4032,26
jkl,0.0061,0
social,0.7594,3
influencer,2.347,34
,0.004,0
social,4.2638,25
influencer,0.0007,0
search,0.2499,5
search,9.4021,38
influencer,0.0262,0
influencer,0.043,0
influencer,15.5315,504
jkl,0.0669,0
social,4.018,61
influencer,137382.0,5997
social,0.9314,15
influencer,0.036,0
influencer,0.0003,0
search,0.0545,6
jkl,0.0499,1
social,308.3952,1370
influencer,11.2906,292
search,19.1348,805
influencer,0.6999,13
search,9.8546,29
social,365.8993,1944
influencer,0.4156,5
influencer,181.2241,1475
search,0.7157,46
social,129.782,598
jkl,0.0104,0
social,0.0016,0
social,2.1023,82
social,0.3389,7
search,0.7263,23
