category,cost,leads
search,0.484,0
social,1.3061,0
influencer,13.3521,2
jkl,10.6057,4
social,0.0116,0
social,22.2082,5
social,0.0039,0
influencer,1.4094,0
search,0.7318,0
search,1.0614,0
influencer,0.011,0
social,42.959,4
influencer,0.188,0
jkl,0.0516,0
social,0.0111,0
social,0.0101,0
search,10.8614,1
jkl,0.0281,0
influencer,0.0016,0
search,0.211,0
search,0.0123,0
social,323.0806,32
influencer,16.0695,10
search,0.1201,0
search,2.7389,2
search,11.6614,15
social,1.4628,2
search,0.9185,0
influencer,1.9482,0
search,55.3284,6
influencer,0.0517,0
jkl,0.003,0
search,2.6882,1
search,32.8349,4
media,38185.2,84
influencer,0.3477,0
influencer,0.0007,0
influencer,0.0005,0
social,0.0767,0
search,0.0008,0
jkl,0.6673,0
social,6.0088,1
social,0.206,0
social,7.6531,7
social,0.0,0
influencer,0.089,0
search,2.1283,0
social,2.17,3
influencer,0.0639,0
social,0.0229,0
jkl,0.006,0
search,0.001,0
search,0.8416,0
influencer,0.5481,0
jkl,0.0324,0
jkl,0.0013,0
search,0.0207,0
influencer,1.3036,1
jkl,0.0261,0
search,26.7824,4
social,0.3858,0
influencer,27.2527,2
search,0.7985,0
influencer,0.0054,0
jkl,0.1109,0
influencer,1.7677,1
jkl,0.0023,0
,0.0392,0
influencer,0.2769,0
social,6.794,2
jkl,0.0788,0
social,0.0627,0
social,27.7437,2
search,2.1987,2
social,0.0,0
social,2.1741,2
search,0.0002,0
social,10.239,2
jkl,0.0064,0
jkl,0.1743,0
social,2.9763,2
search,0.3744,0
influencer,7.3528,2
search,1.447,1
search,1.8525,0
social,0.2459,0
influencer,0.031,0
social,0.0968,0
social,307.349,36
influencer,0.0769,0
jkl,0.1564,0
social,1.8757,2
jkl,0.004,0
social,1.0517,0
influencer,0.0005,0
influencer,1.4686,0
social,0.5202,1
search,2.9283,0
jkl,0.2627,0
search,1.6135,1
social,0.0001,0
search,0.9126,0
social,0.3737,0
social,120.5893,12
jkl,0.1299,0
social,0.0167,0
social,1.2302,2
social,0.7715,1
jkl,0.0033,0
jkl,0.2474,0
search,0.5816,0
social,12.1961,2
search,1.2653,1
social,30.5038,27
jkl,3.9183,4
jkl,0.0135,0
jkl,0.0045,0
social,5.3139,1
social,6171.15,5
jkl,0.0161,0
search,14.0527,15
influencer,284.5524,50
search,0.5811,0
search,0.013,0
social,19.9382,4
,0.0008,0
jkl,0.043,0
influencer,0.1513,0
search,0.1688,0
influencer,0.0089,0
search,0.2361,0
influencer,37.0846,23
search,0.0005,0
search,1.7146,0
social,0.0001,0
social,96.3712,17
jkl,0.0007,0
search,1.1555,1
social,1.6971,1
influencer,252.8796,117
search,0.0007,0
influencer,386.064,230
,0.0032,0
jkl,0.0073,0
jkl,0.001,0
influencer,1.1135,0
social,5.4126,3
social,16.808,4
search,51.948,6
search,21.6231,3
influencer,20.21,2
media,31883.9,84
jkl,0.0015,0
social,0.3074,0
social,4.2962,0
search,2.6348,0
search,0.1918,0
jkl,0.017,0
jkl,0.0488,0
,0.0008,0
social,0.5483,0
social,0.0331,0
social,7.4575,2
search,0.0687,0
influencer,0.5718,0
jkl,0.0177,0
search,0.4965,0
search,0.0806,0
social,0.5413,0
influencer,0.1564,0
social,8.6697,0
jkl,1.0042,0
search,0.0038,0
influencer,0.0003,0
search,0.9546,0
search,0.0014,0
social,0.485,0
influencer,0.9385,0
jkl,0.0119,0
search,1.5134,0
search,12.2519,1
search,0.1212,0
social,0.0622,0
social,0.6551,0
social,1.8937,0
social,3.2445,0
social,2.2755,5
influencer,0.3768,0
jkl,1.5453,0
influencer,0.1888,0
social,0.9789,1
jkl,0.7116,0
search,0.1678,0
influencer,1.6106,0
social,5.2889,4
jkl,0.0011,0
jkl,0.0,0
social,0.0016,0
search,0.5986,0
influencer,31.9966,8
social,0.139,0
social,0.0199,0
jkl,0.0008,0
social,1.8472,3
search,43.7461,3
social,1.2185,1
jkl,0.0036,0
influencer,1.0469,0
social,220.5048,22
influencer,0.0034,0
search,1.1804,2
social,0.2091,0
search,0.5477,0
jkl,0.321,0
jkl,3.2684,0
social,0.3095,0
social,0.8296,0
jkl,0.0065,0
influencer,3.0832,0
search,1.1055,0
search,0.0106,0
jkl,0.0247,0
social,0.0168,0
jkl,0.3003,0
social,0.4536,0
search,0.2456,0
social,0.7644,0
influencer,0.2683,0
jkl,0.0443,0
search,0.481,0
influencer,0.0493,0
influencer,0.0031,0
search,1.0195,0
social,2.6276,3
social,0.2845,0
influencer,0.4214,0
influencer,0.0747,0
jkl,0.5129,0
media,492126.0,924
search,0.1754,0
social,0.0272,0
influencer,0.1971,0
search,0.8993,0
jkl,0.0126,0
jkl,0.1325,0
influencer,0.8594,0
influencer,307.3453,84
search,0.0548,0
social,0.0255,0
social,127.1185,30
influencer,0.0374,0
social,3.6564,3
jkl,0.0005,0
search,0.0374,0
influencer,0.0073,0
social,0.0439,0
search,0.7612,0
influencer,2.4246,0
influencer,11.7991,2
influencer,0.0044,0
social,0.2493,0
jkl,0.0026,0
jkl,0.4071,0
jkl,0.6911,0
jkl,0.0002,0
influencer,0.1308,0
influencer,9.0111,2
social,0.3972,1
influencer,4.445,1
search,0.1622,0
,0.0024,0
social,0.5619,0
jkl,0.0469,0
social,0.0049,0
social,0.0296,0
social,124.8855,15
influencer,149.9137,21
social,4.4885,1
influencer,0.147,0
social,0.8245,0
search,3.6257,0
social,5.9656,1
influencer,22944.3,65
influencer,0.3678,0
influencer,0.5926,0
influencer,0.0002,0
jkl,1.9957,0
influencer,0.0136,0
social,0.0918,0
social,0.4855,1
,0.0016,0
influencer,1.2833,0
search,1.543,2
search,0.7114,0
jkl,0.0445,0
social,0.0,0
search,0.1254,0
jkl,3.749,3
influencer,0.4087,0
social,4.5165,1
social,285.6732,46
social,1.5152,2
influencer,14.4186,12
social,5.1963,1
search,0.1407,0
social,32.3063,5
,0.002,0
jkl,2.8953,0
search,0.0172,0
jkl,0.1272,0
,0.0032,0
social,204.9001,32
jkl,0.0066,0
jkl,0.8745,0
influencer,0.0027,0
social,0.5535,0
search,1.853,2
influencer,11.6696,1
search,0.1095,0
jkl,0.0006,0
search,4.8025,0
social,0.0185,0
search,0.0001,0
influencer,0.3353,0
jkl,0.0057,0
jkl,0.0017,0
social,3.3077,2
jkl,0.0123,0
,0.024,0
jkl,1.2854,0
social,3.1533,6
social,0.9023,1
search,0.0828,0
jkl,0.0191,0
influencer,0.0096,0
social,11.325,2
social,0.0041,0
social,2.2477,2
search,0.1218,0
social,262.395,33
jkl,0.0885,0
jkl,0.1398,0
jkl,0.0008,0
search,0.3279,0
jkl,0.0041,0
influencer,0.0224,0
social,2.3842,2
,0.0024,0
jkl,18.9876,8
jkl,0.0007,0
social,19.9397,5
social,1.349,1
influencer,4.7009,0
influencer,0.0007,0
search,20299.3,48
,0.0008,0
search,4.1211,5
search,0.0184,0
search,0.8157,0
,0.0056,0
search,0.0128,0
social,48796.6,38
,0.0016,0
social,22.9936,37
social,6.6646,2
social,1.4176,1
influencer,0.0043,0
social,2.1978,0
jkl,0.0021,0
jkl,0.2981,0
social,8.5739,13
search,0.1348,0
influencer,266.3517,171
search,18.7143,18
jkl,0.065,0
search,0.7907,0
social,4.9148,2
social,0.0,0
influencer,0.078,0
social,0.3449,0
search,3.1381,0
jkl,0.0503,0
influencer,0.5535,0
jkl,0.0136,0
jkl,0.0277,0
jkl,0.0172,0
jkl,0.0017,0
jkl,0.4097,1
influencer,6.3192,1
jkl,0.0228,0
search,0.0144,0
search,0.004,0
jkl,0.1932,0
search,12.0418,18
influencer,0.8649,0
social,0.2391,0
social,0.3567,0
search,0.2184,0
jkl,0.0422,0
jkl,0.04,0
social,0.0628,0
influencer,1.3718,1
social,0.0008,0
social,1.5641,1
social,0.17,0
influencer,0.0344,0
social,9.1632,13
search,0.0106,0
influencer,1.6768,1
jkl,0.006,0
media,543275.0,1061
jkl,0.0835,0
jkl,14.1759,20
search,3.9383,0
influencer,133.0178,41
influencer,0.0614,0
social,20.4219,5
jkl,0.0016,0
influencer,0.6027,0
search,0.0483,0
influencer,0.0213,0
influencer,11.4901,9
influencer,0.0032,0
influencer,0.4663,0
social,0.6497,0
jkl,0.6359,0
influencer,1.0177,1
social,238.1822,22
jkl,2.7875,0
influencer,15.2804,3
influencer,90.3459,73
search,17.7691,2
search,0.108,0
social,0.2707,0
influencer,0.0171,0
,0.0024,0
search,0.9628,0
influencer,1.4008,1
influencer,16343.0,45
search,0.202,0
search,0.2888,0
search,0.4746,0
influencer,6.1121,2
influencer,0.1924,0
social,191.7985,20
jkl,0.409,0
jkl,0.015,0
social,63.7192,19
search,0.3803,0
social,4.6164,7
jkl,0.2013,0
social,16078.6,12
search,0.1132,0
social,0.7053,0
jkl,0.0016,0
,0.0056,0
social,0.0451,0
search,15.5531,1
search,0.1087,0
social,0.1604,0
influencer,0.473,0
search,1.1406,0
influencer,0.2439,0
jkl,2.5846,0
jkl,1.1054,0
jkl,0.0008,0
social,0.0007,0
search,4.3311,0
social,1.0489,2
search,0.5009,0
influencer,0.0075,0
social,4.8956,5
search,11.2201,1
social,5.5146,7
influencer,0.5839,0
search,0.5487,0
social,0.0019,0
social,0.0051,0
influencer,7.4078,1
influencer,1.2373,0
search,0.0755,0
search,0.8563,0
influencer,21.1302,4
jkl,0.6326,0
social,7.4035,2
search,1.1622,1
jkl,0.0069,0
jkl,0.0657,0
social,8.0638,9
jkl,0.002,0
influencer,0.5343,0
social,220.2338,22
jkl,0.021,0
social,0.6685,0
search,48.3304,5
search,0.0825,0
social,164.6011,14
social,0.8131,1
jkl,0.002,0
jkl,0.1408,0
influencer,3.7694,1
search,0.2979,0
influencer,0.4143,0
social,0.1742,0
search,14.0654,13
influencer,1.0664,0
search,0.0043,0
social,0.4456,0
social,8.1268,5
social,0.148,0
influencer,0.0541,0
jkl,0.0007,0
search,1.4513,0
social,0.0543,0
influencer,0.105,0
search,0.089,0
search,0.0192,0
search,4.2161,1
social,2.699,3
search,0.0164,0
social,202.3438,21
search,2.4512,0
search,10.6474,9
social,2.0653,0
influencer,0.3769,0
social,5.7362,1
social,0.0176,0
social,10.655,3
jkl,0.0061,0
social,0.8139,0
search,0.5266,0
social,0.2706,0
search,0.0351,0
jkl,0.001,0
influencer,2.2091,0
,0.0016,0
social,0.0948,0
social,15.7131,5
influencer,0.0703,0
jkl,1.7707,1
influencer,8.0671,1
jkl,0.0113,0
,0.0016,0
influencer,0.032,0
influencer,0.3678,0
jkl,0.0574,0
,0.008,0
influencer,5.7894,1
social,0.0004,0
jkl,1.669,1
,0.0016,0
social,0.0362,0
social,3.556,3
social,272.2635,31
influencer,27.3808,3
jkl,0.0174,0
social,0.0002,0
search,0.0127,0
jkl,0.6306,0
influencer,0.1714,0
influencer,309.9707,65
jkl,0.0138,0
jkl,0.1084,0
influencer,0.1395,0
social,10.3058,2
influencer,0.0899,0
search,0.1466,0
jkl,0.1763,0
social,0.5056,0
influencer,0.0865,0
social,0.1979,0
influencer,0.8734,0
jkl,0.0051,0
jkl,0.006,0
jkl,0.0007,0
influencer,27.7965,2
jkl,0.0415,0
jkl,0.2928,0
social,0.3965,0
jkl,0.0067,0
influencer,0.3807,0
search,9.589,1
search,0.6617,0
social,32.0718,33
search,0.1476,0
jkl,0.9387,1
jkl,0.1607,0
jkl,0.0847,0
jkl,0.0515,0
social,59710.0,96
influencer,0.0031,0
search,0.9979,0
influencer,18.0738,12
search,0.0041,0
social,26.0831,8
social,0.028,0
jkl,0.0324,0
influencer,42.0466,18
social,0.6404,1
search,0.0148,0
social,0.0086,0
search,1.3391,0
jkl,0.0096,0
jkl,0.0127,0
search,2.9118,0
jkl,0.2801,0
social,0.7667,0
jkl,0.0085,0
jkl,0.3344,0
jkl,0.0039,0
search,18102.1,48
influencer,0.0159,0
jkl,0.0015,0
influencer,8.5472,4
jkl,2.3137,0
social,3.4926,4
search,0.6471,0
search,1.4235,0
social,11.1575,9
social,13.8964,3
social,2.9969,4
search,0.0058,0
influencer,0.2601,0
search,9.9958,9
social,5.1938,5
influencer,4.3245,1
jkl,3.7441,1
jkl,0.0,0
social,74.7299,10
jkl,1.2688,0
,0.0008,0
jkl,1.5362,0
social,11.3903,2
search,0.299,0
jkl,0.0022,0
social,2.6244,3
search,2.5894,0
search,11.033,22
influencer,0.0142,0
search,0.4639,0
jkl,3.1124,3
search,6.0325,9
jkl,0.1881,0
social,4.5295,1
social,2.2565,0
social,0.0037,0
social,0.9014,2
search,0.4449,1
search,0.0046,0
jkl,0.0061,0
social,114.6247,16
influencer,0.0351,0
social,6.0412,1
search,0.0027,0
influencer,4.7261,0
social,0.0825,0
jkl,1.4224,0
influencer,4.5796,1
search,0.3654,0
jkl,1.2676,0
search,0.1023,0
influencer,0.0056,0
search,19.1918,27
social,9.17,9
influencer,0.2503,0
social,0.1988,0
social,0.2154,0
search,0.6549,0
jkl,0.0662,0
,0.0072,0
influencer,0.001,0
social,0.0372,0
search,0.5346,0
influencer,225.7472,94
jkl,17.202,7
jkl,0.0024,0
influencer,1.5339,0
jkl,0.7347,0
,0.0072,0
jkl,0.3705,0
jkl,1.8143,0
jkl,0.0008,0
social,2.5611,3
search,0.0129,0
social,0.9385,1
,0.0056,0
jkl,0.0148,0
social,21.1282,2
social,246.6064,23
social,0.0197,0
social,330.2588,38
jkl,0.0821,0
search,0.1558,0
influencer,0.2469,0
influencer,4.8749,2
search,0.0606,0
influencer,0.2003,0
search,0.692,2
social,357.8765,33
search,0.1844,0
search,0.0587,0
social,0.3276,0
search,18.3667,1
influencer,0.9034,0
jkl,0.0118,0
social,0.1512,0
search,0.2056,0
influencer,4.5699,1
social,5.1453,7
jkl,1.5653,0
social,4.48,1
jkl,0.0108,0
influencer,0.4522,0
jkl,0.0109,0
influencer,0.1159,0
jkl,0.0273,0
jkl,1.7741,0
influencer,4.9837,1
social,0.8974,0
social,61.6561,70
social,2.456,0
social,2.6012,4
influencer,0.0153,0
search,8.3025,2
,0.0008,0
influencer,0.0041,0
influencer,0.0397,0
search,384.75,1
search,1.8525,0
search,0.1784,0
social,0.9434,1
jkl,0.0007,0
social,2.8167,0
search,0.0073,0
social,52.7484,4
social,1.9143,4
search,0.6925,0
jkl,0.0153,0
search,0.0059,0
social,0.0025,0
social,4.1415,2
social,0.0174,0
,0.0006,0
social,0.0007,0
social,539.1284,50
search,0.3411,0
social,77.2937,8
influencer,0.4502,0
social,130.5892,15
influencer,196.3443,80
jkl,0.0278,0
influencer,13.2986,1
jkl,0.5239,0
influencer,1.9531,1
search,0.0052,0
search,0.4488,0
search,42.267,5
social,0.4621,0
social,19.1326,5
social,0.6614,0
search,0.132,0
influencer,0.0419,0
social,2.777,4
social,0.724,0
social,41.3498,3
social,2.7563,2
jkl,0.2322,0
social,0.8802,0
influencer,6.6512,0
,0.0136,0
influencer,280.9119,44
search,1.4364,2
influencer,0.0842,0
jkl,0.0058,0
search,0.0837,0
search,3.0046,3
jkl,0.0026,0
influencer,0.5656,0
search,82930.7,126
jkl,0.4421,0
jkl,0.0637,0
influencer,0.0005,0
,0.0024,0
social,1.164,0
jkl,2.218,0
social,0.2922,0
influencer,0.0354,0
search,1.367,1
search,13.5121,3
social,170719.0,142
social,0.3696,0
search,4.6415,1
influencer,1.0773,0
social,0.425,0
social,0.0363,0
influencer,24.2885,6
jkl,0.0046,0
social,120.7329,10
,0.0196,0
social,37.3736,56
search,1.6977,1
search,0.0473,0
jkl,0.0017,0
social,1.5981,0
influencer,0.0022,0
,0.0013,0
social,13.473,2
search,0.7543,0
social,2.3751,2
jkl,2.3026,0
jkl,0.0084,0
influencer,12.3891,3
jkl,0.0135,0
search,1.0581,0
influencer,0.0379,0
influencer,0.0552,0
jkl,0.0064,0
jkl,4.2908,0
search,1.2222,0
influencer,0.0962,0
jkl,0.0225,0
social,28.0911,2
influencer,6.6974,1
social,4.5981,5
search,1.2985,1
search,0.2805,0
search,9.4746,10
social,315.92,0
jkl,0.7393,0
influencer,0.8997,0
jkl,0.0997,0
search,0.0138,0
search,0.0069,0
influencer,1.2213,0
social,1.7871,0
social,10.05,2
social,0.0929,0
jkl,2.0507,1
social,0.7894,0
search,41.035,4
search,0.0682,0
influencer,8.9241,4
search,1.0512,0
search,0.1799,0
influencer,1.8783,1
search,0.5935,0
jkl,0.007,0
influencer,212.8815,353
social,0.0005,0
,0.0008,0
social,2.8052,1
influencer,3.9784,1
social,4.4744,7
social,0.9353,1
jkl,0.0171,0
search,57.3333,8
search,0.1434,0
search,0.0695,0
social,5.475,1
,0.0016,0
search,0.13,0
jkl,0.0272,0
search,2.0062,2
influencer,38.1847,23
jkl,0.1307,0
,0.0006,0
jkl,0.0852,0
search,0.0181,0
influencer,189341.0,455
social,10.3713,10
search,0.562,0
jkl,0.0053,0
social,0.0014,0
search,0.4053,0
search,1.12,1
,0.008,0
influencer,0.0705,0
search,0.0249,0
jkl,0.0043,0
social,5.018,1
influencer,0.2421,0
jkl,11.9702,4
social,7.9607,7
search,12.5276,19
influencer,0.0266,0
jkl,0.0205,0
jkl,0.0626,0
influencer,14.7914,35
social,0.2075,0
jkl,0.0008,0
influencer,363.2547,259
social,5.2803,1
search,0.0187,0
social,2.1947,4
social,3.3377,5
jkl,0.0924,0
influencer,0.0007,0
search,2.5293,0
jkl,0.0165,0
influencer,0.0161,0
social,0.0038,0
search,0.0111,0
social,0.4113,0
jkl,0.0104,0
search,0.0812,0
jkl,0.6454,0
influencer,32.2956,14
search,0.8719,0
influencer,3.1659,2
jkl,2.5251,0
influencer,6.504,1
search,0.2499,0
influencer,0.0338,0
jkl,0.0095,0
social,1.3713,2
influencer,0.078,0
search,0.7909,0
jkl,0.0148,0
jkl,1.0799,1
search,5.9071,1
influencer,0.1287,0
social,2.0824,4
influencer,0.5989,0
search,0.1632,0
influencer,8.4349,9
search,0.4032,0
jkl,0.0061,0
social,0.7594,0
influencer,2.347,0
,0.004,0
social,4.2638,0
influencer,0.0007,0
search,0.2499,0
search,9.4021,0
influencer,0.0262,0
influencer,0.043,0
influencer,15.5315,13
jkl,0.0669,0
social,4.018,1
influencer,137382.0,236
social,0.9314,0
influencer,0.036,0
influencer,0.0003,0
search,0.0545,0
jkl,0.0499,0
social,308.3952,35
influencer,11.2906,7
search,19.1348,19
influencer,0.6999,0
search,9.8546,0
social,365.8993,53
influencer,0.4156,0
influencer,181.2241,33
search,0.7157,1
social,129.782,14
jkl,0.0104,0
social,0.0016,0
social,2.1023,1
social,0.3389,0
search,0.7263,0
social,3.5902,0
influencer,6.7286,1
,0.0008,0
jkl,0.7769,0
jkl,0.0274,0
influencer,14.504,11
influencer,0.2393,0
jkl,0.0065,0
search,0.0103,0
social,2.4299,4
social,32169.9,24
social,0.4938,0
social,0.3442,0
search,0.293,0
search,26.8607,6
social,0.2011,0
social,0.1042,0
social,4.7217,0
search,0.0233,0
social,142.9914,18
influencer,0.2571,0
jkl,0.0067,0
jkl,1.362,0
social,2.0846,1
search,0.6276,0
influencer,0.0007,0
social,56.7289,85
search,0.0128,0
influencer,0.6125,0
jkl,0.0575,0
social,15.3284,3
jkl,0.6881,0
influencer,168.613,110
jkl,0.0128,0
search,1.0489,2
jkl,0.0903,0
social,68.808,10
jkl,1.4909,0
search,0.8667,0
social,1.3313,0
social,7.1154,10
social,0.2936,0
search,0.3852,0
social,0.3488,0
jkl,0.2322,0
social,0.0396,0
social,0.7831,1
jkl,0.004,0
influencer,0.064,0
social,0.0106,0
jkl,0.001,0
jkl,0.0347,0
search,0.4501,0
jkl,0.0006,0
social,0.0045,0
search,0.0693,0
search,0.4218,0
social,33.5383,9
social,1.1767,1
influencer,0.2165,0
search,0.245,0
influencer,1.0475,0
social,3.9809,4
search,0.0008,0
jkl,0.0017,0
influencer,0.0054,0
influencer,0.0138,0
influencer,0.0465,0
search,0.2709,0
search,17.886,15
social,13.3367,12
jkl,0.2963,0
social,0.0235,0
jkl,0.0077,0
social,0.2634,0
social,0.0258,0
jkl,0.0166,0
social,4.1209,3
influencer,0.0044,0
search,1.0511,1
social,0.4255,0
search,37.0868,4
social,170.0843,18
social,0.7358,0
social,0.2365,0
search,0.0462,0
search,25.2292,30
influencer,0.8806,0
jkl,0.6295,0
social,0.0023,0
influencer,0.9824,0
jkl,0.0075,0
jkl,0.9459,0
social,0.1211,0
influencer,0.0256,0
influencer,0.1386,0
jkl,0.0075,0
search,0.1573,0
search,5.2513,0
influencer,0.0068,0
jkl,0.0024,0
jkl,0.0044,0
,0.0118,0
jkl,0.6572,0
social,0.3788,0
search,0.4218,0
search,1.5107,2
social,265.4513,39
jkl,1.0918,0
social,0.4677,0
influencer,14.6235,3
influencer,0.0039,0
search,7.3327,1
social,3.3124,0
social,3.0455,0
influencer,0.0373,0
search,0.9557,1
influencer,1.4455,0
social,0.0,0
jkl,0.2162,0
social,0.3225,0
jkl,0.0021,0
influencer,13.1693,4
social,0.2833,0
jkl,0.1021,0
jkl,0.0254,0
social,0.2091,0
social,0.0323,0
search,0.0129,0
search,0.2771,0
search,0.0062,0
social,8.5806,1
influencer,0.0104,0
search,0.0456,0
social,5.4758,8
search,0.229,0
social,5.4536,1
influencer,0.0133,0
social,1.3738,0
jkl,0.0008,0
influencer,0.0012,0
social,0.8292,1
influencer,1.0317,0
social,0.4288,0
influencer,0.0975,0
search,19.9642,2
jkl,0.0011,0
social,0.0432,0
social,0.4019,0
social,2.0755,1
social,0.0032,0
influencer,0.0077,0
social,11.1073,2
social,11.0075,10
search,14.0351,1
influencer,0.366,0
social,0.5416,0
search,11.795,2
,0.007,0
influencer,243.4321,89
social,0.2968,0
social,0.0761,0
influencer,7.3818,2
jkl,0.0652,0
social,47.9158,65
social,0.0266,0
social,35.8105,5
jkl,0.0043,0
influencer,2.4454,3
search,0.1172,0
jkl,0.4005,0
jkl,1.5938,0
influencer,0.1371,0
search,1.5304,0
influencer,0.0665,0
social,1.7439,1
jkl,0.0047,0
social,2.7033,6
,0.002,0
influencer,10.263,4
influencer,0.0853,0
influencer,0.2018,0
jkl,0.2208,0
influencer,0.8969,0
social,11.3176,12
social,368.1842,47
social,0.8064,0
influencer,0.0015,0
search,1.1849,1
influencer,0.1427,0
search,0.0058,0
influencer,5.4987,2
,0.0168,0
jkl,0.1515,0
search,0.1155,0
jkl,0.0461,0
search,116213.0,162
jkl,0.0109,0
social,18.7414,5
social,1.5176,1
social,53253.9,71
search,0.8843,0
influencer,1.4209,1
social,11.9484,3
influencer,0.3399,0
search,0.4848,0
influencer,0.0481,0
jkl,0.0005,0
,0.0032,0
search,0.0084,0
jkl,0.0006,0
social,27314.4,45
jkl,0.016,0
jkl,0.0104,0
jkl,2.9984,0
influencer,2.6935,0
influencer,0.2396,0
social,0.0159,0
,0.002,0
search,0.0198,0
jkl,0.018,0
social,0.0506,0
search,4.4345,0
search,0.1788,0
social,0.1396,0
influencer,0.0124,0
search,0.0056,0
search,0.2531,0
social,0.0012,0
search,1.3383,0
search,0.5224,0
social,180.7481,36
search,0.0278,0
search,0.1005,0
influencer,0.0119,0
search,4.8393,0
jkl,0.0255,0
influencer,0.0789,0
search,0.0243,0
social,3.242,2
search,4.3735,3
influencer,37.2881,19
influencer,0.1164,0
influencer,0.0373,0
social,10.3716,3
influencer,35.4381,7
influencer,0.0084,0
jkl,0.0037,0
jkl,0.0248,0
,0.0008,0
search,2.4411,1
social,3.0302,3
influencer,15.0804,36
search,0.1136,0
jkl,2.8298,0
search,0.0001,0
influencer,314.2543,150
social,0.2308,0
search,0.5856,0
influencer,0.0491,0
social,38596.7,66
search,0.1727,0
search,0.132,0
influencer,0.1456,0
jkl,0.001,0
search,0.9493,1
jkl,0.0227,0
influencer,35.623,6
influencer,2.2173,1
social,26.8479,5
influencer,0.0107,0
jkl,0.3762,0
jkl,1.0643,0
,0.0096,0
influencer,0.2436,0
search,1.0055,0
jkl,15.0643,5
search,2.0028,1
influencer,0.0012,0
social,0.0606,0
search,0.1586,0
social,0.0082,0
search,0.1052,0
search,0.1735,0
influencer,0.0333,0
social,0.0,0
search,1.3472,0
influencer,0.0001,0
jkl,0.0354,0
social,3.9727,1
social,0.5474,0
jkl,0.7307,0
search,0.0885,0
jkl,1.4925,1
influencer,0.0572,0
search,1.4222,0
social,0.2723,0
influencer,0.0044,0
influencer,0.5928,0
jkl,0.631,0
social,0.0026,0
search,0.1398,0
search,0.1883,0
influencer,0.3369,0
influencer,0.0007,0
jkl,0.0735,0
social,18.3428,33
search,0.0297,0
search,0.0085,0
influencer,0.3525,0
social,0.0101,0
jkl,2.0005,1
search,1.1597,0
jkl,0.0026,0
social,3.6079,1
social,151.1625,24
influencer,0.1159,0
influencer,32.8964,21
jkl,0.2131,0
social,0.0479,0
search,0.3197,0
social,0.0013,0
social,0.368,0
social,0.002,0
jkl,0.015,0
influencer,35.3038,8
social,0.6313,0
jkl,27.7446,11
search,0.2355,0
search,0.8033,0
jkl,0.9004,0
search,3.5912,4
influencer,23.8174,19
search,2.4727,0
influencer,5.6095,3
influencer,10.1115,3
social,0.1687,0
influencer,0.3608,0
jkl,1.8651,1
jkl,0.3249,0
search,0.1565,0
social,4.9434,6
jkl,0.0071,0
jkl,0.1856,0
social,476.7016,53
jkl,5.4702,1
search,79.8982,9
jkl,1.3165,0
social,389.0885,41
search,0.004,0
influencer,0.0478,0
search,0.0875,0
search,8.715,1
jkl,0.0661,0
social,1.4531,2
social,0.2308,0
search,1.8132,2
search,0.1101,0
jkl,0.5595,0
search,0.1149,0
influencer,0.0564,0
jkl,0.0445,0
influencer,0.0088,0
social,3.0078,3
social,0.0193,0
jkl,0.0015,0
influencer,0.1574,0
social,3.0874,4
search,0.0454,0
influencer,25.4196,6
social,0.0,0
jkl,0.4388,0
social,0.0416,0
,0.0176,0
search,0.1284,0
jkl,0.0074,0
social,3.2575,1
,0.0048,0
search,16.831,11
social,33.6262,2
search,1.4922,1
jkl,0.0075,0
social,4.6745,4
social,0.0009,0
influencer,8.4721,0
jkl,0.7371,0
search,2.2229,1
