category,cost,orders
jkl,0.1812,2
influencer,43.532,294
social,19196.6,7
social,11.7386,24
search,0.4449,0
influencer,0.5142,0
social,43865.9,7
social,0.1277,0
jkl,0.0301,0
influencer,0.0882,0
jkl,0.0814,0
search,10.1925,7
search,0.5985,2
search,0.7762,0
search,0.4433,0
influencer,0.5193,0
jkl,0.0008,0
search,0.4396,0
social,2.4788,0
influencer,0.7923,2
influencer,0.0275,0
jkl,0.1686,0
social,15.1202,16
social,4.9798,0
jkl,0.4907,0
social,0.0037,0
social,12.5544,1
jkl,0.104,0
search,1.7277,0
influencer,21.8905,18
jkl,0.004,0
influencer,11.9854,42
search,0.1119,0
influencer,0.0183,0
search,0.0154,0
jkl,0.015,0
search,0.2428,0
jkl,1.5488,6
influencer,0.0007,0
influencer,0.0694,0
social,2.5313,3
social,9.5694,5
social,0.1029,0
search,8.6136,10
influencer,1.0675,2
influencer,0.0012,0
influencer,0.1303,0
jkl,0.0149,0
social,81.3524,274
search,0.0104,0
jkl,0.003,0
social,0.0185,0
influencer,0.5576,1
influencer,0.0011,0
search,0.7235,1
influencer,1.9555,10
influencer,1.5285,1
influencer,0.7289,0
social,0.3642,0
social,0.0076,0
social,0.1293,0
jkl,0.037,0
social,8.1166,1
social,0.7431,0
influencer,0.1883,0
search,0.3842,0
influencer,0.2666,0
,0.0168,0
social,1.5554,1
social,0.0,0
social,7.3255,8
media,206424.0,62
influencer,0.0483,0
jkl,0.0265,0
social,1.369,0
social,3.8116,0
jkl,0.007,0
social,2.2504,0
search,11.9486,54
social,2.9087,0
jkl,0.5791,0
influencer,0.0444,0
search,4.806,43
search,0.0025,0
jkl,3.8079,17
media,2791.06,1
search,5.0856,0
jkl,0.0,0
search,0.468,1
social,0.0008,0
social,0.0453,0
social,0.0006,0
social,0.4277,0
jkl,0.0041,0
search,0.0005,0
influencer,0.272,0
jkl,0.1384,0
jkl,0.287,0
social,1.1839,0
jkl,0.1368,0
search,0.1317,0
jkl,0.0008,0
search,0.9885,0
influencer,0.3149,1
jkl,0.0063,0
jkl,12.9512,108
influencer,0.0324,0
social,0.1473,0
jkl,0.1066,0
jkl,0.0413,0
jkl,0.0026,0
jkl,0.0076,0
social,0.0,0
,0.0016,0
social,0.2545,0
jkl,0.0077,0
jkl,0.0017,0
social,2.7392,9
influencer,1.3163,0
social,359.8801,778
search,3.4843,3
search,0.2194,0
search,6.4931,18
social,8.8125,12
search,1.3153,0
search,0.6942,0
jkl,0.011,0
social,2.2079,5
jkl,0.3746,0
jkl,0.2652,0
social,2.011,0
influencer,0.0004,0
jkl,0.0449,0
social,86.5848,416
jkl,0.0055,0
social,27.4235,44
influencer,1.2058,0
influencer,0.6744,0
jkl,1.0193,0
influencer,0.9038,6
jkl,0.2324,0
search,0.3184,3
influencer,0.8974,1
influencer,1.2189,0
social,5.3469,17
influencer,0.3376,0
search,18.2143,7
influencer,0.1154,0
influencer,0.1372,1
social,0.0171,0
social,0.0258,0
social,0.3859,1
jkl,0.0008,0
social,0.0007,0
influencer,0.0249,0
social,62.9539,92
search,1.3289,1
influencer,0.1325,0
jkl,0.0015,0
jkl,0.0329,0
social,0.0004,0
influencer,0.0007,0
influencer,0.0023,0
search,0.0824,0
social,0.5953,2
influencer,0.4712,0
social,0.3257,0
influencer,0.0008,0
search,0.3321,0
search,0.231,0
social,0.0804,0
influencer,1.3582,0
jkl,0.6932,2
search,0.0699,0
influencer,92.1346,126
jkl,0.7338,1
jkl,0.0066,1
social,3.0676,1
influencer,5.4437,1
social,3.9609,4
influencer,0.0088,0
influencer,3.9366,2
jkl,0.0262,0
search,1.1618,2
social,27.3247,35
influencer,0.4001,0
social,7.564,7
,0.0013,0
social,12.4383,14
influencer,0.4985,5
search,1.0997,0
influencer,0.6409,2
influencer,0.0144,0
influencer,3.4741,0
influencer,73.5488,75
social,3.1786,1
search,0.008,0
jkl,0.0166,0
search,2.0863,0
social,20.3441,13
jkl,0.0271,0
search,0.1682,0
social,279.2661,785
influencer,0.0314,0
social,0.1705,3
search,38.3467,84
jkl,24.2888,192
social,8.8168,0
jkl,0.0056,0
jkl,2.7374,0
jkl,1.2651,9
influencer,0.2419,2
influencer,0.009,0
influencer,0.3487,1
search,0.2666,1
jkl,0.0042,0
social,0.0021,0
social,0.6618,2
search,0.0493,0
influencer,0.0776,0
social,0.5558,1
jkl,0.0237,0
social,0.0005,0
jkl,0.0175,0
search,8.9699,2
jkl,0.0045,0
search,0.0263,0
influencer,61.0327,38
jkl,4.3204,34
social,36.4892,33
jkl,0.0045,0
jkl,0.033,0
social,0.0,0
search,0.5239,0
jkl,0.1393,0
social,415376.0,58
jkl,0.0277,0
influencer,0.0928,0
influencer,5.6747,1
search,0.07,0
social,0.0008,0
,0.0176,0
influencer,0.0534,0
influencer,0.1555,0
jkl,0.0104,0
jkl,0.02,0
jkl,0.1415,0
influencer,1.0361,0
influencer,0.0069,0
social,0.0345,0
jkl,0.0002,0
jkl,0.0172,0
jkl,0.0581,0
influencer,0.7218,0
search,0.5838,0
search,0.2236,0
search,0.0637,0
influencer,158.6359,1491
jkl,0.0265,0
jkl,24.8181,175
search,0.0004,0
jkl,0.0168,0
social,16.9098,23
social,6.0495,6
jkl,0.6752,4
social,0.0058,0
jkl,3.2486,2
influencer,0.0028,0
social,191722.0,32
jkl,0.0013,0
social,7.4406,2
jkl,0.1212,0
influencer,0.0378,0
search,0.0429,0
social,2.9098,1
jkl,0.1069,0
jkl,0.6071,2
social,0.4978,1
social,0.0064,0
search,0.3184,3
influencer,0.18,0
social,3.3833,3
influencer,0.3329,0
jkl,0.0017,0
jkl,0.3649,0
search,0.0146,0
influencer,0.0022,0
jkl,0.0108,0
jkl,0.1706,0
influencer,0.0215,0
social,0.032,0
social,1.816,0
search,1.1348,0
influencer,0.1604,6
influencer,0.1161,0
influencer,0.281,0
,0.009,0
jkl,0.0297,0
influencer,0.0164,0
influencer,65006.3,17
social,0.6307,0
social,2.0757,1
jkl,0.8867,0
jkl,6.2905,49
social,0.4244,0
influencer,0.981,0
influencer,1.1562,0
social,0.2459,1
social,0.2394,0
search,0.0022,0
jkl,0.0006,0
jkl,0.0808,0
jkl,0.4023,0
jkl,1.9909,1
search,0.7334,1
jkl,1.6288,1
search,33.4357,41
social,553.0831,1315
jkl,0.1285,0
,0.0056,0
jkl,0.0777,0
social,0.1211,0
social,18.1697,30
influencer,0.0189,0
jkl,0.0044,0
jkl,0.1953,0
influencer,4.0907,2
search,2.224,13
influencer,0.0712,0
,0.0064,0
search,0.0087,0
influencer,0.0273,0
social,10.5909,18
influencer,0.187,0
jkl,1.1474,0
search,0.0004,0
search,21.0956,37
search,0.3464,1
influencer,6.3232,1
jkl,0.6701,0
influencer,0.6647,2
jkl,0.0384,0
jkl,0.0007,0
jkl,0.0002,0
search,8.1727,6
influencer,165.4619,806
influencer,0.0261,0
jkl,0.0203,0
jkl,0.2699,1
search,0.1855,0
,0.0008,0
jkl,0.0011,0
social,0.0612,0
jkl,1.7872,25
jkl,18.3812,15
social,5.8622,7
social,3.2578,0
influencer,0.7933,0
influencer,0.5482,0
jkl,0.8146,1
influencer,0.0055,0
influencer,0.012,0
search,18.8696,35
search,17476.2,5
,0.0008,0
search,0.012,0
search,0.0047,0
jkl,0.028,0
search,0.319,0
influencer,0.0035,0
social,27.6625,47
social,0.5153,1
social,22.8296,51
influencer,22.7717,75
social,337.5212,552
influencer,0.0923,0
search,0.8073,1
search,18.2516,161
social,0.0006,0
jkl,0.0222,0
search,1.1246,0
influencer,0.0004,0
search,2.4719,1
jkl,0.7562,0
search,0.1755,0
jkl,0.0218,0
jkl,9.6037,73
social,15.2659,16
jkl,0.6954,0
search,0.0189,0
search,0.4051,1
search,0.1331,0
search,0.0081,0
search,2.824,8
search,25.3745,38
social,1.8347,0
influencer,0.0043,0
jkl,0.1148,0
search,0.3068,0
influencer,0.0564,0
influencer,2.3388,0
influencer,0.0003,0
social,2.6033,2
influencer,33892.6,16
search,0.0982,0
influencer,0.0109,0
jkl,0.0285,0
social,1.0933,3
influencer,145.5987,106
influencer,5.6953,3
social,38.3566,29
jkl,0.5777,2
influencer,25.002,74
influencer,0.0813,0
search,0.1475,0
jkl,0.279,0
influencer,0.086,0
influencer,0.9148,2
jkl,2.0058,27
influencer,1.3846,2
social,0.8298,0
search,0.0401,0
social,0.0138,0
influencer,29.2643,223
influencer,0.0003,0
influencer,442617.0,146
social,1.4212,0
jkl,0.0325,0
,0.0024,0
search,0.7942,0
search,0.2882,0
social,0.0305,0
search,0.0745,0
jkl,0.1558,16
influencer,1.3552,1
social,0.1479,0
influencer,3.1129,0
influencer,0.1002,0
influencer,0.5943,1
jkl,0.0008,0
social,1.4948,0
influencer,7.4887,4
search,0.3218,0
jkl,0.0411,0
social,6.3206,8
influencer,0.12,0
jkl,1.2479,0
influencer,0.3599,0
influencer,1.4437,2
social,1.5404,1
social,1.9388,6
jkl,12.6243,13
social,0.3824,1
search,0.0943,0
,0.0032,0
social,1.2612,0
influencer,25.7047,226
social,0.0009,0
search,0.0453,0
social,0.0275,0
influencer,0.2669,0
search,0.0014,0
jkl,0.3114,3
influencer,0.6621,0
social,1.1667,0
search,38.5847,115
social,4.2726,8
search,0.1284,0
search,0.8304,0
influencer,8.097,9
jkl,0.0015,0
jkl,0.069,0
search,0.0504,0
search,0.1885,0
search,0.0048,0
search,0.039,0
social,7.2121,16
influencer,0.1283,0
search,0.454,0
social,31712.0,12
search,0.484,0
social,1.3061,7
influencer,13.3521,89
jkl,10.6057,87
social,0.0116,0
social,22.2082,23
social,0.0039,0
influencer,1.4094,3
search,0.7318,1
search,1.0614,1
influencer,0.011,0
social,42.959,193
influencer,0.188,0
jkl,0.0516,0
social,0.0111,0
social,0.0101,0
search,10.8614,21
jkl,0.0281,0
influencer,0.0016,0
search,0.211,0
search,0.0123,0
social,323.0806,748
influencer,16.0695,6
search,0.1201,0
search,2.7389,1
search,11.6614,4
social,1.4628,3
search,0.9185,0
influencer,1.9482,1
search,55.3284,140
influencer,0.0517,0
jkl,0.003,0
search,2.6882,0
search,32.8349,90
media,38185.2,10
influencer,0.3477,0
influencer,0.0007,0
influencer,0.0005,0
social,0.0767,0
search,0.0008,0
jkl,0.6673,0
social,6.0088,8
social,0.206,0
social,7.6531,4
social,0.0,0
influencer,0.089,0
search,2.1283,2
social,2.17,2
influencer,0.0639,0
social,0.0229,0
jkl,0.006,0
search,0.001,0
search,0.8416,2
influencer,0.5481,4
jkl,0.0324,0
jkl,0.0013,0
search,0.0207,0
influencer,1.3036,9
jkl,0.0261,0
search,26.7824,23
social,0.3858,0
influencer,27.2527,142
search,0.7985,1
influencer,0.0054,0
jkl,0.1109,0
influencer,1.7677,1
jkl,0.0023,0
,0.0392,0
influencer,0.2769,0
social,6.794,3
jkl,0.0788,0
social,0.0627,0
social,27.7437,48
search,2.1987,0
social,0.0,0
social,2.1741,0
search,0.0002,0
social,10.239,7
jkl,0.0064,0
jkl,0.1743,1
social,2.9763,0
search,0.3744,0
influencer,7.3528,7
search,1.447,0
search,1.8525,2
social,0.2459,1
influencer,0.031,0
social,0.0968,0
social,307.349,781
influencer,0.0769,0
jkl,0.1564,0
social,1.8757,0
jkl,0.004,0
social,1.0517,1
influencer,0.0005,0
influencer,1.4686,2
social,0.5202,0
search,2.9283,7
jkl,0.2627,0
search,1.6135,2
social,0.0001,0
search,0.9126,0
social,0.3737,0
social,120.5893,383
jkl,0.1299,0
social,0.0167,0
social,1.2302,0
social,0.7715,0
jkl,0.0033,0
jkl,0.2474,1
search,0.5816,0
social,12.1961,16
search,1.2653,0
social,30.5038,19
jkl,3.9183,5
jkl,0.0135,0
jkl,0.0045,0
social,5.3139,9
social,6171.15,1
jkl,0.0161,0
search,14.0527,23
influencer,284.5524,1087
search,0.5811,2
search,0.013,0
social,19.9382,19
,0.0008,0
jkl,0.043,0
influencer,0.1513,0
search,0.1688,0
influencer,0.0089,0
search,0.2361,0
influencer,37.0846,32
search,0.0005,0
search,1.7146,1
social,0.0001,0
social,96.3712,365
jkl,0.0007,0
search,1.1555,2
social,1.6971,2
influencer,252.8796,2095
search,0.0007,0
influencer,386.064,2658
,0.0032,0
jkl,0.0073,0
jkl,0.001,0
influencer,1.1135,1
social,5.4126,6
social,16.808,15
search,51.948,173
search,21.6231,80
influencer,20.21,72
media,31883.9,10
jkl,0.0015,0
social,0.3074,0
social,4.2962,4
search,2.6348,11
search,0.1918,0
jkl,0.017,0
jkl,0.0488,0
,0.0008,0
social,0.5483,0
social,0.0331,0
social,7.4575,6
search,0.0687,0
influencer,0.5718,15
jkl,0.0177,0
search,0.4965,0
search,0.0806,0
social,0.5413,0
influencer,0.1564,0
social,8.6697,3
jkl,1.0042,0
search,0.0038,0
influencer,0.0003,0
search,0.9546,0
search,0.0014,0
social,0.485,0
influencer,0.9385,2
jkl,0.0119,0
search,1.5134,0
search,12.2519,56
search,0.1212,0
social,0.0622,0
social,0.6551,2
social,1.8937,0
social,3.2445,2
social,2.2755,0
influencer,0.3768,0
jkl,1.5453,12
influencer,0.1888,0
social,0.9789,0
jkl,0.7116,2
search,0.1678,0
influencer,1.6106,0
social,5.2889,3
jkl,0.0011,0
jkl,0.0,0
social,0.0016,0
search,0.5986,1
influencer,31.9966,206
social,0.139,0
social,0.0199,0
jkl,0.0008,0
social,1.8472,0
search,43.7461,44
social,1.2185,0
jkl,0.0036,0
influencer,1.0469,0
social,220.5048,635
influencer,0.0034,0
search,1.1804,0
social,0.2091,0
search,0.5477,0
jkl,0.321,0
jkl,3.2684,0
social,0.3095,0
social,0.8296,0
jkl,0.0065,0
influencer,3.0832,3
search,1.1055,6
search,0.0106,0
jkl,0.0247,0
social,0.0168,0
jkl,0.3003,0
social,0.4536,0
search,0.2456,0
social,0.7644,1
influencer,0.2683,0
jkl,0.0443,0
search,0.481,0
influencer,0.0493,0
influencer,0.0031,0
search,1.0195,1
social,2.6276,1
social,0.2845,0
influencer,0.4214,0
influencer,0.0747,0
jkl,0.5129,3
media,492126.0,139
search,0.1754,0
social,0.0272,0
influencer,0.1971,0
search,0.8993,0
jkl,0.0126,0
jkl,0.1325,0
influencer,0.8594,0
influencer,307.3453,1267
search,0.0548,0
social,0.0255,0
social,127.1185,568
influencer,0.0374,0
social,3.6564,6
jkl,0.0005,0
search,0.0374,0
influencer,0.0073,0
social,0.0439,0
search,0.7612,0
influencer,2.4246,0
influencer,11.7991,43
influencer,0.0044,0
social,0.2493,0
jkl,0.0026,0
jkl,0.4071,0
jkl,0.6911,2
jkl,0.0002,0
influencer,0.1308,0
influencer,9.0111,16
social,0.3972,0
influencer,4.445,13
search,0.1622,0
,0.0024,0
social,0.5619,0
jkl,0.0469,0
social,0.0049,0
social,0.0296,2
social,124.8855,357
influencer,149.9137,678
social,4.4885,3
influencer,0.147,1
social,0.8245,2
search,3.6257,9
social,5.9656,6
influencer,22944.3,14
influencer,0.3678,0
influencer,0.5926,1
influencer,0.0002,0
jkl,1.9957,4
influencer,0.0136,0
social,0.0918,1
social,0.4855,0
,0.0016,0
influencer,1.2833,1
search,1.543,1
search,0.7114,0
jkl,0.0445,0
social,0.0,0
search,0.1254,0
jkl,3.749,5
influencer,0.4087,0
social,4.5165,5
social,285.6732,988
social,1.5152,0
influencer,14.4186,9
social,5.1963,14
search,0.1407,0
social,32.3063,243
,0.002,0
jkl,2.8953,4
search,0.0172,0
jkl,0.1272,0
,0.0032,0
social,204.9001,483
jkl,0.0066,0
jkl,0.8745,0
influencer,0.0027,0
social,0.5535,1
search,1.853,0
influencer,11.6696,39
search,0.1095,0
jkl,0.0006,0
search,4.8025,0
social,0.0185,0
search,0.0001,0
influencer,0.3353,0
jkl,0.0057,0
jkl,0.0017,0
social,3.3077,0
jkl,0.0123,0
,0.024,0
jkl,1.2854,2
social,3.1533,2
social,0.9023,0
search,0.0828,0
jkl,0.0191,0
influencer,0.0096,0
social,11.325,10
social,0.0041,0
social,2.2477,13
search,0.1218,0
social,262.395,785
jkl,0.0885,0
jkl,0.1398,0
jkl,0.0008,0
search,0.3279,0
jkl,0.0041,0
influencer,0.0224,0
social,2.3842,0
,0.0024,0
jkl,18.9876,103
jkl,0.0007,0
social,19.9397,41
social,1.349,4
influencer,4.7009,4
influencer,0.0007,0
search,20299.3,5
,0.0008,0
search,4.1211,0
search,0.0184,0
search,0.8157,0
,0.0056,0
search,0.0128,0
social,48796.6,6
,0.0016,0
social,22.9936,38
social,6.6646,21
social,1.4176,1
influencer,0.0043,0
social,2.1978,1
jkl,0.0021,0
jkl,0.2981,0
social,8.5739,13
search,0.1348,0
influencer,266.3517,1952
search,18.7143,4
jkl,0.065,0
search,0.7907,0
social,4.9148,17
social,0.0,0
influencer,0.078,0
social,0.3449,0
search,3.1381,3
jkl,0.0503,0
influencer,0.5535,0
jkl,0.0136,0
jkl,0.0277,0
jkl,0.0172,0
jkl,0.0017,0
jkl,0.4097,3
influencer,6.3192,0
jkl,0.0228,0
search,0.0144,2
search,0.004,0
jkl,0.1932,0
search,12.0418,9
influencer,0.8649,0
social,0.2391,0
social,0.3567,0
search,0.2184,0
jkl,0.0422,0
jkl,0.04,0
social,0.0628,0
influencer,1.3718,0
social,0.0008,0
social,1.5641,0
social,0.17,0
influencer,0.0344,0
social,9.1632,1
search,0.0106,0
influencer,1.6768,0
jkl,0.006,0
media,543275.0,171
jkl,0.0835,0
jkl,14.1759,11
search,3.9383,1
influencer,133.0178,803
influencer,0.0614,0
social,20.4219,18
jkl,0.0016,0
influencer,0.6027,0
search,0.0483,0
influencer,0.0213,0
influencer,11.4901,45
influencer,0.0032,0
influencer,0.4663,0
social,0.6497,4
jkl,0.6359,3
influencer,1.0177,0
social,238.1822,558
jkl,2.7875,8
influencer,15.2804,66
influencer,90.3459,49
search,17.7691,52
search,0.108,0
social,0.2707,0
influencer,0.0171,0
,0.0024,0
search,0.9628,5
influencer,1.4008,2
influencer,16343.0,8
search,0.202,0
search,0.2888,5
search,0.4746,0
influencer,6.1121,2
influencer,0.1924,5
social,191.7985,437
jkl,0.409,0
jkl,0.015,0
social,63.7192,403
search,0.3803,0
social,4.6164,1
jkl,0.2013,0
social,16078.6,2
search,0.1132,0
social,0.7053,0
jkl,0.0016,0
,0.0056,0
social,0.0451,0
search,15.5531,32
search,0.1087,0
social,0.1604,0
influencer,0.473,0
search,1.1406,0
influencer,0.2439,0
jkl,2.5846,1
jkl,1.1054,1
jkl,0.0008,0
social,0.0007,0
search,4.3311,2
social,1.0489,1
search,0.5009,0
influencer,0.0075,0
social,4.8956,1
search,11.2201,18
social,5.5146,7
influencer,0.5839,0
search,0.5487,0
social,0.0019,0
social,0.0051,0
influencer,7.4078,14
influencer,1.2373,2
search,0.0755,0
search,0.8563,0
influencer,21.1302,32
jkl,0.6326,0
social,7.4035,7
search,1.1622,0
jkl,0.0069,0
jkl,0.0657,0
social,8.0638,0
jkl,0.002,0
influencer,0.5343,1
social,220.2338,532
jkl,0.021,0
social,0.6685,0
search,48.3304,97
search,0.0825,0
social,164.6011,793
social,0.8131,0
jkl,0.002,0
jkl,0.1408,0
influencer,3.7694,4
search,0.2979,1
influencer,0.4143,0
social,0.1742,0
search,14.0654,5
influencer,1.0664,3
search,0.0043,0
social,0.4456,1
social,8.1268,0
social,0.148,1
influencer,0.0541,0
jkl,0.0007,0
search,1.4513,12
social,0.0543,0
influencer,0.105,0
search,0.089,1
search,0.0192,0
search,4.2161,17
social,2.699,1
search,0.0164,0
social,202.3438,421
search,2.4512,1
search,10.6474,2
social,2.0653,2
influencer,0.3769,0
social,5.7362,4
social,0.0176,0
social,10.655,20
jkl,0.0061,0
social,0.8139,0
search,0.5266,0
social,0.2706,1
search,0.0351,0
jkl,0.001,0
influencer,2.2091,0
,0.0016,0
social,0.0948,0
social,15.7131,23
influencer,0.0703,0
jkl,1.7707,2
influencer,8.0671,33
jkl,0.0113,0
,0.0016,0
influencer,0.032,0
influencer,0.3678,1
jkl,0.0574,0
,0.008,0
influencer,5.7894,4
social,0.0004,0
jkl,1.669,14
,0.0016,0
social,0.0362,0
social,3.556,2
social,272.2635,565
influencer,27.3808,61
jkl,0.0174,0
social,0.0002,0
search,0.0127,0
jkl,0.6306,1
influencer,0.1714,0
influencer,309.9707,1186
jkl,0.0138,0
jkl,0.1084,0
influencer,0.1395,1
social,10.3058,40
influencer,0.0899,0
search,0.1466,0
jkl,0.1763,0
social,0.5056,0
influencer,0.0865,0
social,0.1979,0
influencer,0.8734,0
jkl,0.0051,0
jkl,0.006,0
jkl,0.0007,0
influencer,27.7965,31
jkl,0.0415,0
jkl,0.2928,0
social,0.3965,0
jkl,0.0067,0
influencer,0.3807,1
search,9.589,81
search,0.6617,0
social,32.0718,15
search,0.1476,0
jkl,0.9387,0
jkl,0.1607,0
jkl,0.0847,0
jkl,0.0515,0
social,59710.0,12
influencer,0.0031,0
search,0.9979,1
influencer,18.0738,79
search,0.0041,0
social,26.0831,66
social,0.028,0
jkl,0.0324,0
influencer,42.0466,309
social,0.6404,0
search,0.0148,0
social,0.0086,0
search,1.3391,0
jkl,0.0096,0
jkl,0.0127,0
search,2.9118,3
jkl,0.2801,1
social,0.7667,1
jkl,0.0085,0
jkl,0.3344,0
jkl,0.0039,0
search,18102.1,5
influencer,0.0159,0
jkl,0.0015,0
influencer,8.5472,2
jkl,2.3137,1
social,3.4926,1
search,0.6471,3
search,1.4235,0
social,11.1575,3
social,13.8964,19
social,2.9969,6
search,0.0058,0
influencer,0.2601,0
search,9.9958,7
social,5.1938,1
influencer,4.3245,8
jkl,3.7441,18
jkl,0.0,0
social,74.7299,337
jkl,1.2688,0
,0.0008,0
jkl,1.5362,0
social,11.3903,18
search,0.299,0
jkl,0.0022,0
social,2.6244,0
search,2.5894,4
search,11.033,10
influencer,0.0142,0
search,0.4639,0
jkl,3.1124,1
search,6.0325,7
jkl,0.1881,1
social,4.5295,1
social,2.2565,0
social,0.0037,0
social,0.9014,1
search,0.4449,0
search,0.0046,0
jkl,0.0061,0
social,114.6247,274
influencer,0.0351,0
social,6.0412,20
search,0.0027,0
influencer,4.7261,21
social,0.0825,0
jkl,1.4224,19
influencer,4.5796,6
search,0.3654,0
jkl,1.2676,1
search,0.1023,0
influencer,0.0056,0
search,19.1918,11
social,9.17,3
influencer,0.2503,0
social,0.1988,0
social,0.2154,0
search,0.6549,0
jkl,0.0662,0
,0.0072,0
influencer,0.001,0
social,0.0372,0
search,0.5346,0
influencer,225.7472,1881
jkl,17.202,135
jkl,0.0024,0
influencer,1.5339,1
jkl,0.7347,5
,0.0072,0
jkl,0.3705,0
jkl,1.8143,0
jkl,0.0008,0
social,2.5611,1
search,0.0129,0
social,0.9385,0
,0.0056,0
jkl,0.0148,0
social,21.1282,32
social,246.6064,397
social,0.0197,0
social,330.2588,589
jkl,0.0821,0
search,0.1558,0
influencer,0.2469,0
influencer,4.8749,1
search,0.0606,0
influencer,0.2003,3
search,0.692,0
social,357.8765,603
search,0.1844,1
search,0.0587,0
social,0.3276,0
search,18.3667,41
influencer,0.9034,4
jkl,0.0118,0
social,0.1512,0
search,0.2056,0
influencer,4.5699,47
social,5.1453,0
jkl,1.5653,9
social,4.48,6
jkl,0.0108,0
influencer,0.4522,0
jkl,0.0109,0
influencer,0.1159,0
jkl,0.0273,0
jkl,1.7741,6
influencer,4.9837,5
social,0.8974,0
social,61.6561,39
social,2.456,5
social,2.6012,0
influencer,0.0153,0
search,8.3025,42
,0.0008,0
influencer,0.0041,0
influencer,0.0397,0
search,384.75,0
search,1.8525,6
search,0.1784,3
social,0.9434,0
jkl,0.0007,0
social,2.8167,2
search,0.0073,1
social,52.7484,244
social,1.9143,2
search,0.6925,0
jkl,0.0153,0
search,0.0059,0
social,0.0025,0
social,4.1415,5
social,0.0174,0
,0.0006,0
social,0.0007,0
social,539.1284,1300
search,0.3411,0
social,77.2937,413
influencer,0.4502,0
social,130.5892,634
influencer,196.3443,2088
jkl,0.0278,0
influencer,13.2986,42
jkl,0.5239,0
influencer,1.9531,3
search,0.0052,0
search,0.4488,0
search,42.267,34
social,0.4621,0
social,19.1326,25
social,0.6614,0
search,0.132,1
influencer,0.0419,0
social,2.777,1
social,0.724,1
social,41.3498,263
social,2.7563,1
jkl,0.2322,0
social,0.8802,1
influencer,6.6512,19
,0.0136,0
influencer,280.9119,954
search,1.4364,0
influencer,0.0842,0
jkl,0.0058,0
search,0.0837,0
search,3.0046,0
jkl,0.0026,0
influencer,0.5656,0
search,82930.7,19
jkl,0.4421,0
jkl,0.0637,0
influencer,0.0005,0
,0.0024,0
social,1.164,1
jkl,2.218,0
social,0.2922,0
influencer,0.0354,0
search,1.367,0
search,13.5121,46
social,170719.0,21
social,0.3696,0
search,4.6415,46
influencer,1.0773,0
social,0.425,0
social,0.0363,0
influencer,24.2885,236
jkl,0.0046,0
social,120.7329,352
,0.0196,0
social,37.3736,27
search,1.6977,0
search,0.0473,0
jkl,0.0017,0
social,1.5981,3
influencer,0.0022,0
,0.0013,0
social,13.473,5
search,0.7543,1
social,2.3751,0
jkl,2.3026,19
jkl,0.0084,0
influencer,12.3891,43
jkl,0.0135,0
search,1.0581,3
influencer,0.0379,0
influencer,0.0552,0
jkl,0.0064,0
jkl,4.2908,15
search,1.2222,0
influencer,0.0962,1
jkl,0.0225,0
social,28.0911,52
influencer,6.6974,3
social,4.5981,2
search,1.2985,1
search,0.2805,0
search,9.4746,7
social,315.92,0
jkl,0.7393,0
influencer,0.8997,3
jkl,0.0997,0
search,0.0138,0
search,0.0069,0
influencer,1.2213,0
social,1.7871,0
social,10.05,27
social,0.0929,0
